2021-05-13 15:22:25,030  INFO | [Ljava.lang.String;@dabb23.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 17 
2021-05-13 16:34:30,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 235 
2021-05-13 16:34:30,023  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 235 
2021-05-13 16:34:30,024  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 213 
2021-05-13 16:34:30,024  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 213 
2021-05-13 16:34:30,024  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 213 
2021-05-13 16:34:30,037  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 223 
2021-05-13 16:34:30,038  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 223 
2021-05-13 16:34:30,038  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 223 
2021-05-13 16:34:35,026  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 237 
2021-05-13 16:34:35,026  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 237 
2021-05-13 16:34:35,029  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 227 
2021-05-13 16:34:35,029  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 227 
2021-05-13 16:34:35,033  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 225 
2021-05-13 16:34:35,033  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 225 
2021-05-13 16:34:35,033  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 225 
2021-05-13 16:34:35,036  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 209 was published successfully 
2021-05-13 16:34:35,042  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 209 
2021-05-13 16:34:35,042  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 209 
2021-05-13 16:34:35,042  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 209 
2021-05-13 16:34:40,019  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 239 
2021-05-13 16:34:40,019  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 239 
2021-05-13 16:34:40,020  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 215 was published successfully 
2021-05-13 16:34:40,020  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 229 
2021-05-13 16:34:40,020  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 229 
2021-05-13 16:34:40,024  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 215 
2021-05-13 16:34:40,024  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 215 
2021-05-13 16:34:40,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 227 
2021-05-13 16:34:40,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 227 
2021-05-13 16:34:40,044  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 215 
2021-05-13 16:34:40,044  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 227 
2021-05-13 16:34:45,020  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 217 was published successfully 
2021-05-13 16:34:45,027  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 219 
2021-05-13 16:34:45,027  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 219 
2021-05-13 16:34:45,029  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 217 
2021-05-13 16:34:45,029  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 217 
2021-05-13 16:34:45,029  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 217 
2021-05-13 16:34:45,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 241 
2021-05-13 16:34:45,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 241 
2021-05-13 16:34:45,041  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 229 
2021-05-13 16:34:45,041  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 229 
2021-05-13 16:34:50,020  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 213 
2021-05-13 16:34:50,020  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 213 
2021-05-13 16:34:50,020  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 213 
2021-05-13 16:34:50,021  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 213 was published successfully 
2021-05-13 16:34:50,026  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 221 
2021-05-13 16:34:50,026  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 221 
2021-05-13 16:34:50,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 243 
2021-05-13 16:34:50,039  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 243 
2021-05-13 16:34:55,019  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 245 
2021-05-13 16:34:55,019  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 245 
2021-05-13 16:34:55,027  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 223 was published successfully 
2021-05-13 16:34:55,033  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 223 
2021-05-13 16:34:55,033  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 223 
2021-05-13 16:34:55,033  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 223 
2021-05-13 16:34:55,038  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 231 
2021-05-13 16:34:55,039  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 231 
2021-05-13 16:35:00,016  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 231 
2021-05-13 16:35:00,016  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 231 
2021-05-13 16:35:00,017  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 231 
2021-05-13 16:35:00,021  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 247 
2021-05-13 16:35:00,021  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 247 
2021-05-13 16:35:00,023  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 225 was published successfully 
2021-05-13 16:35:00,030  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 225 
2021-05-13 16:35:00,030  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 225 
2021-05-13 16:35:00,031  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 225 
2021-05-13 16:35:00,049  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 233 
2021-05-13 16:35:00,049  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 233 
2021-05-13 16:35:05,021  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 249 
2021-05-13 16:35:05,021  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 249 
2021-05-13 16:35:05,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 233 
2021-05-13 16:35:05,032  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 233 
2021-05-13 16:35:05,036  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 209 
2021-05-13 16:35:05,036  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 209 
2021-05-13 16:35:05,037  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 209 
2021-05-13 16:35:05,043  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 209 was published successfully 
2021-05-13 16:35:05,046  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 235 
2021-05-13 16:35:05,046  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 235 
2021-05-13 16:35:06,047  INFO | HystrixTimer-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 233 
2021-05-13 16:35:10,009  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 251 
2021-05-13 16:35:10,009  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 251 
2021-05-13 16:35:10,018  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 235 
2021-05-13 16:35:10,018  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 235 
2021-05-13 16:35:10,023  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 215 was published successfully 
2021-05-13 16:35:10,028  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 215 
2021-05-13 16:35:10,028  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 215 
2021-05-13 16:35:10,028  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 215 
2021-05-13 16:35:10,041  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 237 
2021-05-13 16:35:10,041  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 237 
2021-05-13 16:35:15,018  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 227 was published successfully 
2021-05-13 16:35:15,027  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 237 
2021-05-13 16:35:15,027  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 237 
2021-05-13 16:35:15,027  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 237 
2021-05-13 16:35:15,033  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 253 
2021-05-13 16:35:15,033  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 253 
2021-05-13 16:35:15,040  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 239 
2021-05-13 16:35:15,040  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 239 
2021-05-13 16:35:15,041  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 227 
2021-05-13 16:35:15,041  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 227 
2021-05-13 16:35:15,041  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 227 
2021-05-13 16:35:20,015  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 239 
2021-05-13 16:35:20,015  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 239 
2021-05-13 16:35:20,015  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 239 
2021-05-13 16:35:20,015  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 217 was published successfully 
2021-05-13 16:35:20,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 217 
2021-05-13 16:35:20,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 217 
2021-05-13 16:35:20,022  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 217 
2021-05-13 16:35:20,031  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 255 
2021-05-13 16:35:20,031  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 255 
2021-05-13 16:35:20,041  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 241 
2021-05-13 16:35:20,041  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 241 
2021-05-13 16:35:25,045  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 257 
2021-05-13 16:35:25,045  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 257 
2021-05-13 16:35:25,052  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 213 was published successfully 
2021-05-13 16:35:25,060  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 213 
2021-05-13 16:35:25,060  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 213 
2021-05-13 16:35:25,060  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 213 
2021-05-13 16:35:25,077  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Received a "PaymentFailedEvent" for order id: 241 
2021-05-13 16:35:25,077  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.orchestrator.listener.PaymentFailedEventListener | Going to call inventory service to compensate item for order id: 241 
2021-05-13 16:35:25,099  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Received an "ItemOutOfStock" for order 229 
2021-05-13 16:35:25,099  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.o.orchestrator.listener.ItemOutOfStockEventListener | Going to call order service to compensate order 229 
2021-05-13 16:35:30,010  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 243 
2021-05-13 16:35:30,010  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 243 
2021-05-13 16:35:30,029  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 259 
2021-05-13 16:35:30,029  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 259 
2021-05-13 16:35:30,042  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 223 was published successfully 
2021-05-13 16:35:30,045  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 223 
2021-05-13 16:35:30,045  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 223 
2021-05-13 16:35:30,045  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 223 
2021-05-13 16:35:35,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 243 
2021-05-13 16:35:35,034  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 245 
2021-05-13 16:35:35,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 243 
2021-05-13 16:35:35,034  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 245 
2021-05-13 16:35:35,034  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 243 
2021-05-13 16:35:35,055  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 231 was published successfully 
2021-05-13 16:35:35,057  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 231 
2021-05-13 16:35:35,057  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 231 
2021-05-13 16:35:35,058  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 231 
2021-05-13 16:35:35,086  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 261 
2021-05-13 16:35:35,086  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 261 
2021-05-13 16:35:40,011  INFO | scheduling-1 | i.v.omt.orchestrator.kafka.source.FallbackEventSource  | Event for object ORD with id 225 was published successfully 
2021-05-13 16:35:40,016  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 225 
2021-05-13 16:35:40,016  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 225 
2021-05-13 16:35:40,016  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 225 
2021-05-13 16:35:40,025  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Received a "PaymentReceivedEvent" for order id: 245 
2021-05-13 16:35:40,025  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.o.o.listener.PaymentReceivedEventListener          | Going to call shipment service for order id: 245 
2021-05-13 16:35:40,026  INFO | [Ljava.lang.String;@f315f1.container-0-C-1 | i.v.omt.orchestrator.rest.ShipmentRestClientFallback   | Executing shipment fallback for order 245 
2021-05-13 16:35:40,031  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 263 
2021-05-13 16:35:40,031  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 263 
2021-05-13 16:35:40,036  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Received an "ItemFetchedEvent" for order 247 
2021-05-13 16:35:40,036  INFO | [Ljava.lang.String;@11cda84.container-0-C-1 | i.v.omt.orchestrator.listener.ItemFetchedEventListener | Going to call payment service for order 247 
2021-05-13 16:35:45,029  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Received a "ShipmentFailedEvent" for order 209 
2021-05-13 16:35:45,029  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Received an "OrderPlacedEvent" for order 265 
2021-05-13 16:35:45,029  INFO | [Ljava.lang.String;@160e7a6.container-0-C-1 | i.v.omt.orchestrator.listener.OrderPlacedEventListener | Going to call inventory service for order 265 
2021-05-13 16:35:45,031  INFO | [Ljava.lang.String;@91fba9.container-0-C-1 | i.v.o.orchestrator.listener.ShipmentFailedEventListener | Going to call shipment service to process shipment for order 209 
